Name,National Dex #,Primary Typing,Secondary Typing,Secondary Typing Flag,Generation,Legendary Status,Form,Alt Form Flag,Evolution Stage,Number of Evolution,Color ID,Catch Rate,Height (dm),Weight (hg),Height (in),Weight (lbs),Base Stat Total,Health,Attack,Defense,Special Attack,Special Defense,Speed
latios-mega,381,dragon,psychic,True,generation-iii,True,Mega,True,1,1,blue,3,23,700,91,154,700,80,130,100,160,120,110
kyogre,382,water,,False,generation-iii,True,Base,False,1,1,blue,3,45,3520,177,776,670,100,100,90,150,140,90
kyogre-primal,382,water,,False,generation-iii,True,Primal,True,1,1,blue,3,98,4300,386,948,770,100,150,90,180,160,90
groudon,383,ground,,False,generation-iii,True,Base,False,1,1,red,3,35,9500,138,2094,670,100,150,140,100,90,90
groudon-primal,383,ground,fire,True,generation-iii,True,Primal,True,1,1,red,3,50,9997,197,2204,770,100,180,160,150,90,90
rayquaza,384,dragon,flying,True,generation-iii,True,Base,False,1,1,green,45,70,2065,276,455,680,105,150,90,150,90,95
rayquaza-mega,384,dragon,flying,True,generation-iii,True,Mega,True,1,1,green,45,108,3920,425,864,780,105,180,100,180,100,115
jirachi,385,steel,psychic,True,generation-iii,True,Base,False,1,1,yellow,3,3,11,12,2,600,100,100,100,100,100,100
deoxys-normal,386,psychic,,False,generation-iii,True,Base,False,1,1,red,3,17,608,67,134,600,50,150,50,150,50,150
turtwig,387,grass,,False,generation-iv,False,Base,False,1,3,green,45,4,102,16,22,318,55,68,64,45,55,31
grotle,388,grass,,False,generation-iv,False,Base,False,2,3,green,45,11,970,43,214,405,75,89,85,55,65,36
torterra,389,grass,ground,True,generation-iv,False,Base,False,3,3,green,45,22,3100,87,683,525,95,109,105,75,85,56
chimchar,390,fire,,False,generation-iv,False,Base,False,1,3,brown,45,5,62,20,14,309,44,58,44,58,44,61
monferno,391,fire,fighting,True,generation-iv,False,Base,False,2,3,brown,45,9,220,35,49,405,64,78,52,78,52,81
infernape,392,fire,fighting,True,generation-iv,False,Base,False,3,3,brown,45,12,550,47,121,534,76,104,71,104,71,108
piplup,393,water,,False,generation-iv,False,Base,False,1,3,blue,45,4,52,16,11,314,53,51,53,61,56,40
prinplup,394,water,,False,generation-iv,False,Base,False,2,3,blue,45,8,230,31,51,405,64,66,68,81,76,50
empoleon,395,water,steel,True,generation-iv,False,Base,False,3,3,blue,45,17,845,67,186,530,84,86,88,111,101,60
starly,396,normal,flying,True,generation-iv,False,Base,False,1,3,brown,255,3,20,12,4,245,40,55,30,30,30,60
staravia,397,normal,flying,True,generation-iv,False,Base,False,2,3,brown,120,6,155,24,34,340,55,75,50,40,40,80
staraptor,398,normal,flying,True,generation-iv,False,Base,False,3,3,brown,45,12,249,47,55,485,85,120,70,50,60,100
bidoof,399,normal,,False,generation-iv,False,Base,False,1,2,brown,255,5,200,20,44,250,59,45,40,35,40,31
bibarel,400,normal,water,True,generation-iv,False,Base,False,2,2,brown,127,10,315,39,69,410,79,85,60,55,60,71
kricketot,401,bug,,False,generation-iv,False,Base,False,1,2,red,255,3,22,12,5,194,37,25,41,25,41,25
kricketune,402,bug,,False,generation-iv,False,Base,False,2,2,red,45,10,255,39,56,384,77,85,51,55,51,65
shinx,403,electric,,False,generation-iv,False,Base,False,1,3,blue,235,5,95,20,21,263,45,65,34,40,34,45
luxio,404,electric,,False,generation-iv,False,Base,False,2,3,blue,120,9,305,35,67,363,60,85,49,60,49,60
luxray,405,electric,,False,generation-iv,False,Base,False,3,3,blue,45,14,420,55,93,523,80,120,79,95,79,70
budew,406,grass,poison,True,generation-iv,False,Base,False,1,3,green,255,2,12,8,3,280,40,30,35,50,70,55
roserade,407,grass,poison,True,generation-iv,False,Base,False,3,3,green,75,9,145,35,32,515,60,70,65,125,105,90
cranidos,408,rock,,False,generation-iv,False,Base,False,1,2,blue,45,9,315,35,69,350,67,125,40,30,30,58
rampardos,409,rock,,False,generation-iv,False,Base,False,2,2,blue,45,16,1025,63,226,495,97,165,60,65,50,58
shieldon,410,rock,steel,True,generation-iv,False,Base,False,1,2,gray,45,5,570,20,126,350,30,42,118,42,88,30
bastiodon,411,rock,steel,True,generation-iv,False,Base,False,2,2,gray,45,13,1495,51,330,495,60,52,168,47,138,30
burmy,412,bug,,False,generation-iv,False,Base,False,1,2,green,120,2,34,8,7,224,40,29,45,29,45,36
wormadam-plant,413,bug,grass,True,generation-iv,False,Base,False,2,2,green,45,5,65,20,14,424,60,59,85,79,105,36
wormadam-sandy,413,bug,ground,True,generation-iv,False,Sandy,True,2,2,green,45,5,65,20,14,424,60,79,105,59,85,36
wormadam-trash,413,bug,steel,True,generation-iv,False,Trash,True,2,2,green,45,5,65,20,14,424,60,69,95,69,95,36
mothim,414,bug,flying,True,generation-iv,False,Base,False,2,2,yellow,45,9,233,35,51,424,70,94,50,94,50,66
combee,415,bug,flying,True,generation-iv,False,Base,False,1,2,yellow,120,3,55,12,12,244,30,30,42,30,42,70
vespiquen,416,bug,flying,True,generation-iv,False,Base,False,2,2,yellow,45,12,385,47,85,474,70,80,102,80,102,40
pachirisu,417,electric,,False,generation-iv,False,Base,False,1,1,white,200,4,39,16,9,405,60,45,70,45,90,95
buizel,418,water,,False,generation-iv,False,Base,False,1,2,brown,190,7,295,28,65,330,55,65,35,60,30,85
floatzel,419,water,,False,generation-iv,False,Base,False,2,2,brown,75,11,335,43,74,495,85,105,55,85,50,115
cherubi,420,grass,,False,generation-iv,False,Base,False,1,2,pink,190,4,33,16,7,275,45,35,45,62,53,35
cherrim,421,grass,,False,generation-iv,False,Base,False,2,2,purple,75,5,93,20,21,450,70,60,70,87,78,85
shellos,422,water,,False,generation-iv,False,Base,False,1,2,purple,190,3,63,12,14,325,76,48,48,57,62,34
gastrodon,423,water,ground,True,generation-iv,False,Base,False,2,2,purple,75,9,299,35,66,475,111,83,68,92,82,39
ambipom,424,normal,,False,generation-iv,False,Base,False,2,2,purple,45,12,203,47,45,482,75,100,66,60,66,115
drifloon,425,ghost,flying,True,generation-iv,False,Base,False,1,2,purple,125,4,12,16,3,348,90,50,34,60,44,70
drifblim,426,ghost,flying,True,generation-iv,False,Base,False,2,2,purple,60,12,150,47,33,498,150,80,44,90,54,80
buneary,427,normal,,False,generation-iv,False,Base,False,1,2,brown,190,4,55,16,12,350,55,66,44,44,56,85
lopunny,428,normal,,False,generation-iv,False,Base,False,2,2,brown,60,12,333,47,73,480,65,76,84,54,96,105
lopunny-mega,428,normal,fighting,True,generation-iv,True,Mega,True,2,2,brown,60,13,283,51,62,580,65,136,94,54,96,135
mismagius,429,ghost,,False,generation-iv,False,Base,False,2,2,purple,45,9,44,35,10,495,60,60,60,105,105,105
honchkrow,430,dark,flying,True,generation-iv,False,Base,False,2,2,black,30,9,273,35,60,505,100,125,52,105,52,71
glameow,431,normal,,False,generation-iv,False,Base,False,1,2,gray,190,5,39,20,9,310,49,55,42,42,37,85
purugly,432,normal,,False,generation-iv,False,Base,False,2,2,gray,75,10,438,39,97,452,71,82,64,64,59,112
chingling,433,psychic,,False,generation-iv,False,Base,False,1,2,yellow,120,2,6,8,1,285,45,30,50,65,50,45
stunky,434,poison,dark,True,generation-iv,False,Base,False,1,2,purple,225,4,192,16,42,329,63,63,47,41,41,74
skuntank,435,poison,dark,True,generation-iv,False,Base,False,2,2,purple,60,10,380,39,84,479,103,93,67,71,61,84
bronzor,436,steel,psychic,True,generation-iv,False,Base,False,1,2,green,255,5,605,20,133,300,57,24,86,24,86,23
bronzong,437,steel,psychic,True,generation-iv,False,Base,False,2,2,green,90,13,1870,51,412,500,67,89,116,79,116,33
bonsly,438,rock,,False,generation-iv,False,Base,False,1,2,brown,255,5,150,20,33,290,50,80,95,10,45,10
mime-jr,439,psychic,fairy,True,generation-iv,False,Base,False,1,3,pink,145,6,130,24,29,310,20,25,45,70,90,60
happiny,440,normal,,False,generation-iv,False,Base,False,1,3,pink,130,6,244,24,54,220,100,5,5,15,65,30
chatot,441,normal,flying,True,generation-iv,False,Base,False,1,1,black,30,5,19,20,4,411,76,65,45,92,42,91
spiritomb,442,ghost,dark,True,generation-iv,False,Base,False,1,1,purple,100,10,1080,39,238,485,50,92,108,92,108,35
gible,443,dragon,ground,True,generation-iv,False,Base,False,1,3,blue,45,7,205,28,45,300,58,70,45,40,45,42
gabite,444,dragon,ground,True,generation-iv,False,Base,False,2,3,blue,45,14,560,55,123,410,68,90,65,50,55,82
garchomp,445,dragon,ground,True,generation-iv,False,Base,False,3,3,blue,45,19,950,75,209,600,108,130,95,80,85,102
garchomp-mega,445,dragon,ground,True,generation-iv,True,Mega,True,3,3,blue,45,19,950,75,209,700,108,170,115,120,95,92
munchlax,446,normal,,False,generation-iv,False,Base,False,1,2,black,50,6,1050,24,231,390,135,85,40,40,85,5
riolu,447,fighting,,False,generation-iv,False,Base,False,1,2,blue,75,7,202,28,45,285,40,70,40,35,40,60
lucario,448,fighting,steel,True,generation-iv,False,Base,False,2,2,blue,45,12,540,47,119,525,70,110,70,115,70,90
lucario-mega,448,fighting,steel,True,generation-iv,True,Mega,True,2,2,blue,45,13,575,51,127,625,70,145,88,140,70,112
hippopotas,449,ground,,False,generation-iv,False,Base,False,1,2,brown,140,8,495,31,109,330,68,72,78,38,42,32
hippowdon,450,ground,,False,generation-iv,False,Base,False,2,2,brown,60,20,3000,79,661,525,108,112,118,68,72,47
skorupi,451,poison,bug,True,generation-iv,False,Base,False,1,2,purple,120,8,120,31,26,330,40,50,90,30,55,65
drapion,452,poison,dark,True,generation-iv,False,Base,False,2,2,purple,45,13,615,51,136,500,70,90,110,60,75,95
croagunk,453,poison,fighting,True,generation-iv,False,Base,False,1,2,blue,140,7,230,28,51,300,48,61,40,61,40,50
toxicroak,454,poison,fighting,True,generation-iv,False,Base,False,2,2,blue,75,13,444,51,98,490,83,106,65,86,65,85
carnivine,455,grass,,False,generation-iv,False,Base,False,1,1,green,200,14,270,55,60,454,74,100,72,90,72,46
finneon,456,water,,False,generation-iv,False,Base,False,1,2,blue,190,4,70,16,15,330,49,49,56,49,61,66
lumineon,457,water,,False,generation-iv,False,Base,False,2,2,blue,75,12,240,47,53,460,69,69,76,69,86,91
mantyke,458,water,flying,True,generation-iv,False,Base,False,1,2,blue,25,10,650,39,143,345,45,20,50,60,120,50
snover,459,grass,ice,True,generation-iv,False,Base,False,1,2,white,120,10,505,39,111,334,60,62,50,62,60,40
abomasnow,460,grass,ice,True,generation-iv,False,Base,False,2,2,white,60,22,1355,87,299,494,90,92,75,92,85,60
abomasnow-mega,460,grass,ice,True,generation-iv,True,Mega,True,2,2,white,60,27,1850,106,408,594,90,132,105,132,105,30
weavile,461,dark,ice,True,generation-iv,False,Base,False,2,2,black,45,11,340,43,75,510,70,120,65,45,85,125
magnezone,462,electric,steel,True,generation-iv,False,Base,False,3,3,gray,30,12,1800,47,397,535,70,70,115,130,90,60
lickilicky,463,normal,,False,generation-iv,False,Base,False,2,2,pink,30,17,1400,67,309,515,110,85,95,80,95,50
rhyperior,464,ground,rock,True,generation-iv,False,Base,False,3,3,gray,30,24,2828,94,623,535,115,140,130,55,55,40
tangrowth,465,grass,,False,generation-iv,False,Base,False,2,2,blue,30,20,1286,79,284,535,100,100,125,110,50,50
electivire,466,electric,,False,generation-iv,False,Base,False,3,3,yellow,30,18,1386,71,306,540,75,123,67,95,85,95
magmortar,467,fire,,False,generation-iv,False,Base,False,3,3,red,30,16,680,63,150,540,75,95,67,125,95,83
togekiss,468,fairy,flying,True,generation-iv,False,Base,False,3,3,white,30,15,380,59,84,545,85,50,95,120,115,80
yanmega,469,bug,flying,True,generation-iv,True,Base,False,2,2,green,30,19,515,75,114,515,86,76,86,116,56,95
leafeon,470,grass,,False,generation-iv,False,Base,False,2,2,green,45,10,255,39,56,525,65,110,130,60,65,95
glaceon,471,ice,,False,generation-iv,False,Base,False,2,2,blue,45,8,259,31,57,525,65,60,110,130,95,65
gliscor,472,ground,flying,True,generation-iv,False,Base,False,2,2,purple,30,20,425,79,94,510,75,95,125,45,75,95
mamoswine,473,ice,ground,True,generation-iv,False,Base,False,3,3,brown,50,25,2910,98,642,530,110,130,80,70,60,80
porygon-z,474,normal,,False,generation-iv,False,Base,False,3,3,red,30,9,340,35,75,535,85,80,70,135,75,90
gallade,475,psychic,fighting,True,generation-iv,False,Base,False,3,3,white,45,16,520,63,115,518,68,125,65,65,115,80
gallade-mega,475,psychic,fighting,True,generation-iv,True,Mega,True,3,3,white,45,16,564,63,124,618,68,165,95,65,115,110
probopass,476,rock,steel,True,generation-iv,False,Base,False,2,2,gray,60,14,3400,55,750,525,60,55,145,75,150,40
dusknoir,477,ghost,,False,generation-iv,False,Base,False,3,3,black,45,22,1066,87,235,525,45,100,135,65,135,45
froslass,478,ice,ghost,True,generation-iv,False,Base,False,2,2,white,75,13,266,51,59,480,70,80,70,80,70,110
rotom,479,electric,ghost,True,generation-iv,False,Base,False,1,1,red,45,3,3,12,1,440,50,50,77,95,77,91
rotom-heat,479,electric,fire,True,generation-iv,False,Heat,True,1,1,red,45,3,3,12,1,520,50,65,107,105,107,86
rotom-wash,479,electric,water,True,generation-iv,False,Wash,True,1,1,red,45,3,3,12,1,520,50,65,107,105,107,86
rotom-frost,479,electric,ice,True,generation-iv,False,Frost,True,1,1,red,45,3,3,12,1,520,50,65,107,105,107,86
rotom-fan,479,electric,flying,True,generation-iv,False,Fan,True,1,1,red,45,3,3,12,1,520,50,65,107,105,107,86
rotom-mow,479,electric,grass,True,generation-iv,False,Mow,True,1,1,red,45,3,3,12,1,520,50,65,107,105,107,86
uxie,480,psychic,,False,generation-iv,True,Base,False,1,1,yellow,3,3,3,12,1,580,75,75,130,75,130,95
mesprit,481,psychic,,False,generation-iv,True,Base,False,1,1,pink,3,3,3,12,1,580,80,105,105,105,105,80
azelf,482,psychic,,False,generation-iv,True,Base,False,1,1,blue,3,3,3,12,1,580,75,125,70,125,70,115
dialga,483,steel,dragon,True,generation-iv,True,Base,False,1,1,white,3,54,6830,213,1506,680,100,120,120,150,100,90
palkia,484,water,dragon,True,generation-iv,True,Base,False,1,1,purple,3,42,3360,165,741,680,90,120,100,150,120,100
heatran,485,fire,steel,True,generation-iv,True,Base,False,1,1,brown,3,17,4300,67,948,600,91,90,106,130,106,77
regigigas,486,normal,,False,generation-iv,True,Base,False,1,1,white,3,37,4200,146,926,670,110,160,110,80,110,100
giratina-altered,487,ghost,dragon,True,generation-iv,True,Base,False,1,1,black,3,45,7500,177,1653,680,150,100,120,100,120,90
cresselia,488,psychic,,False,generation-iv,True,Base,False,1,1,yellow,3,15,856,59,189,580,120,70,110,75,120,85
phione,489,water,,False,generation-iv,True,Base,False,1,2,blue,30,4,31,16,7,480,80,80,80,80,80,80
manaphy,490,water,,False,generation-iv,True,Base,False,2,2,blue,3,3,14,12,3,600,100,100,100,100,100,100
darkrai,491,dark,,False,generation-iv,True,Base,False,1,1,black,3,15,505,59,111,600,70,90,90,135,90,125
shaymin-land,492,grass,,False,generation-iv,True,Base,False,1,1,green,45,2,21,8,5,600,100,100,100,100,100,100
shaymin-sky,492,grass,flying,True,generation-iv,True,Sky,True,1,1,green,45,4,52,16,11,600,100,103,75,120,75,127
arceus,493,normal,,False,generation-iv,True,Base,False,1,1,white,3,32,3200,126,705,720,120,120,120,120,120,120
victini,494,psychic,fire,True,generation-v,True,Base,False,1,1,yellow,3,4,40,16,9,600,100,100,100,100,100,100
snivy,495,grass,,False,generation-v,False,Base,False,1,3,green,45,6,81,24,18,308,45,45,55,45,55,63
servine,496,grass,,False,generation-v,False,Base,False,2,3,green,45,8,160,31,35,413,60,60,75,60,75,83
serperior,497,grass,,False,generation-v,False,Base,False,3,3,green,45,33,630,130,139,528,75,75,95,75,95,113
tepig,498,fire,,False,generation-v,False,Base,False,1,3,red,45,5,99,20,22,308,65,63,45,45,45,45
pignite,499,fire,fighting,True,generation-v,False,Base,False,2,3,red,45,10,555,39,122,418,90,93,55,70,55,55
emboar,500,fire,fighting,True,generation-v,False,Base,False,3,3,red,45,16,1500,63,331,528,110,123,65,100,65,65
oshawott,501,water,,False,generation-v,False,Base,False,1,3,blue,45,5,59,20,13,308,55,55,45,63,45,45
dewott,502,water,,False,generation-v,False,Base,False,2,3,blue,45,8,245,31,54,413,75,75,60,83,60,60
samurott,503,water,,False,generation-v,False,Base,False,3,3,blue,45,15,946,59,209,528,95,100,85,108,70,70
samurott-hisui,503,water,dark,True,generation-v,False,Hisuian,True,3,3,blue,45,15,582,59,128,528,90,108,80,100,65,85
patrat,504,normal,,False,generation-v,False,Base,False,1,2,brown,255,5,116,20,26,255,45,55,39,35,39,42
watchog,505,normal,,False,generation-v,False,Base,False,2,2,brown,255,11,270,43,60,420,60,85,69,60,69,77
lillipup,506,normal,,False,generation-v,False,Base,False,1,3,brown,255,4,41,16,9,275,45,60,45,25,45,55
herdier,507,normal,,False,generation-v,False,Base,False,2,3,gray,120,9,147,35,32,370,65,80,65,35,65,60
stoutland,508,normal,,False,generation-v,False,Base,False,3,3,gray,45,12,610,47,134,500,85,110,90,45,90,80
purrloin,509,dark,,False,generation-v,False,Base,False,1,2,purple,255,4,101,16,22,281,41,50,37,50,37,66
liepard,510,dark,,False,generation-v,False,Base,False,2,2,purple,90,11,375,43,83,446,64,88,50,88,50,106
pansage,511,grass,,False,generation-v,False,Base,False,1,2,green,190,6,105,24,23,316,50,53,48,53,48,64
simisage,512,grass,,False,generation-v,False,Base,False,2,2,green,75,11,305,43,67,498,75,98,63,98,63,101
pansear,513,fire,,False,generation-v,False,Base,False,1,2,red,190,6,110,24,24,316,50,53,48,53,48,64
simisear,514,fire,,False,generation-v,False,Base,False,2,2,red,75,10,280,39,62,498,75,98,63,98,63,101
panpour,515,water,,False,generation-v,False,Base,False,1,2,blue,190,6,135,24,30,316,50,53,48,53,48,64
simipour,516,water,,False,generation-v,False,Base,False,2,2,blue,75,10,290,39,64,498,75,98,63,98,63,101
munna,517,psychic,,False,generation-v,False,Base,False,1,2,pink,190,6,233,24,51,292,76,25,45,67,55,24
musharna,518,psychic,,False,generation-v,False,Base,False,2,2,pink,75,11,605,43,133,487,116,55,85,107,95,29
pidove,519,normal,flying,True,generation-v,False,Base,False,1,3,gray,255,3,21,12,5,264,50,55,50,36,30,43
tranquill,520,normal,flying,True,generation-v,False,Base,False,2,3,gray,120,6,150,24,33,358,62,77,62,50,42,65
unfezant,521,normal,flying,True,generation-v,False,Base,False,3,3,gray,45,12,290,47,64,488,80,115,80,65,55,93
blitzle,522,electric,,False,generation-v,False,Base,False,1,2,black,190,8,298,31,66,295,45,60,32,50,32,76
zebstrika,523,electric,,False,generation-v,False,Base,False,2,2,black,75,16,795,63,175,497,75,100,63,80,63,116
roggenrola,524,rock,,False,generation-v,False,Base,False,1,3,blue,255,4,180,16,40,280,55,75,85,25,25,15
boldore,525,rock,,False,generation-v,False,Base,False,2,3,blue,120,9,1020,35,225,390,70,105,105,50,40,20
gigalith,526,rock,,False,generation-v,False,Base,False,3,3,blue,45,17,2600,67,573,515,85,135,130,60,80,25
woobat,527,psychic,flying,True,generation-v,False,Base,False,1,2,blue,190,4,21,16,5,323,65,45,43,55,43,72
swoobat,528,psychic,flying,True,generation-v,False,Base,False,2,2,blue,45,9,105,35,23,425,67,57,55,77,55,114
drilbur,529,ground,,False,generation-v,False,Base,False,1,2,gray,120,3,85,12,19,328,60,85,40,30,45,68
excadrill,530,ground,steel,True,generation-v,False,Base,False,2,2,gray,60,7,404,28,89,508,110,135,60,50,65,88
audino,531,normal,,False,generation-v,False,Base,False,1,1,pink,255,11,310,43,68,445,103,60,86,60,86,50
audino-mega,531,normal,fairy,True,generation-v,True,Mega,True,1,1,pink,255,15,320,59,71,545,103,60,126,80,126,50
timburr,532,fighting,,False,generation-v,False,Base,False,1,3,gray,180,6,125,24,28,305,75,80,55,25,35,35
gurdurr,533,fighting,,False,generation-v,False,Base,False,2,3,gray,90,12,400,47,88,405,85,105,85,40,50,40
conkeldurr,534,fighting,,False,generation-v,False,Base,False,3,3,brown,45,14,870,55,192,505,105,140,95,55,65,45
tympole,535,water,,False,generation-v,False,Base,False,1,3,blue,255,5,45,20,10,294,50,50,40,50,40,64
palpitoad,536,water,ground,True,generation-v,False,Base,False,2,3,blue,120,8,170,31,37,384,75,65,55,65,55,69
seismitoad,537,water,ground,True,generation-v,False,Base,False,3,3,blue,45,15,620,59,137,509,105,95,75,85,75,74
throh,538,fighting,,False,generation-v,False,Base,False,1,1,red,45,13,555,51,122,465,120,100,85,30,85,45
sawk,539,fighting,,False,generation-v,False,Base,False,1,1,blue,45,14,510,55,112,465,75,125,75,30,75,85
sewaddle,540,bug,grass,True,generation-v,False,Base,False,1,3,yellow,255,3,25,12,6,310,45,53,70,40,60,42
swadloon,541,bug,grass,True,generation-v,False,Base,False,2,3,green,120,5,73,20,16,380,55,63,90,50,80,42
leavanny,542,bug,grass,True,generation-v,False,Base,False,3,3,yellow,45,12,205,47,45,500,75,103,80,70,80,92
venipede,543,bug,poison,True,generation-v,False,Base,False,1,3,red,255,4,53,16,12,260,30,45,59,30,39,57
whirlipede,544,bug,poison,True,generation-v,False,Base,False,2,3,gray,120,12,585,47,129,360,40,55,99,40,79,47
scolipede,545,bug,poison,True,generation-v,False,Base,False,3,3,red,45,25,2005,98,442,485,60,100,89,55,69,112
cottonee,546,grass,fairy,True,generation-v,False,Base,False,1,2,green,190,3,6,12,1,280,40,27,60,37,50,66
whimsicott,547,grass,fairy,True,generation-v,False,Base,False,2,2,green,75,7,66,28,15,480,60,67,85,77,75,116
petilil,548,grass,,False,generation-v,False,Base,False,1,2,green,190,5,66,20,15,280,45,35,50,70,50,30
lilligant,549,grass,,False,generation-v,False,Base,False,2,2,green,75,11,163,43,36,480,70,60,75,110,75,90
lilligant-hisui,549,grass,fighting,True,generation-v,False,Hisuian,True,2,2,green,75,12,192,47,42,480,70,105,75,50,75,105
basculin-red-striped,550,water,,False,generation-v,False,Base,False,1,2,green,25,10,180,39,40,460,70,92,65,80,55,98
sandile,551,ground,dark,True,generation-v,False,Base,False,1,3,brown,180,7,152,28,34,292,50,72,35,35,35,65
krokorok,552,ground,dark,True,generation-v,False,Base,False,2,3,brown,90,10,334,39,74,351,60,82,45,45,45,74
krookodile,553,ground,dark,True,generation-v,False,Base,False,3,3,red,45,15,963,59,212,519,95,117,80,65,70,92
darumaka,554,fire,,False,generation-v,False,Base,False,1,2,red,120,6,375,24,83,315,70,90,45,15,45,50
darumaka-galar,554,ice,,False,generation-v,False,Galarian,True,1,2,red,120,7,400,28,88,315,70,90,45,15,45,50
darmanitan-standard,555,fire,,False,generation-v,False,Base,False,2,2,red,60,13,929,51,205,480,105,140,55,30,55,95
darmanitan-zen,555,fire,psychic,True,generation-v,False,Zen,True,2,2,red,60,13,929,51,205,540,105,30,105,140,105,55
darmanitan-galar-standard,555,ice,,False,generation-v,False,Galarian,True,2,2,red,60,17,1200,67,265,480,105,140,55,30,55,95
darmanitan-galar-zen,555,ice,fire,True,generation-v,False,Galarian,True,2,2,red,60,17,1200,67,265,540,105,160,55,30,55,135
maractus,556,grass,,False,generation-v,False,Base,False,1,1,green,255,10,280,39,62,461,75,86,67,106,67,60
dwebble,557,bug,rock,True,generation-v,False,Base,False,1,2,red,190,3,145,12,32,325,50,65,85,35,35,55
crustle,558,bug,rock,True,generation-v,False,Base,False,2,2,red,75,14,2000,55,441,485,70,105,125,65,75,45
scraggy,559,dark,fighting,True,generation-v,False,Base,False,1,2,yellow,180,6,118,24,26,348,50,75,70,35,70,48
scrafty,560,dark,fighting,True,generation-v,False,Base,False,2,2,red,90,11,300,43,66,488,65,90,115,45,115,58
sigilyph,561,psychic,flying,True,generation-v,False,Base,False,1,1,black,45,14,140,55,31,490,72,58,80,103,80,97
yamask,562,ghost,,False,generation-v,False,Base,False,1,2,black,190,5,15,20,3,303,38,30,85,55,65,30
yamask-galar,562,ground,ghost,True,generation-v,False,Galarian,True,1,2,black,190,5,15,20,3,303,38,55,85,30,65,30
cofagrigus,563,ghost,,False,generation-v,False,Base,False,2,2,yellow,90,17,765,67,169,483,58,50,145,95,105,30
tirtouga,564,water,rock,True,generation-v,False,Base,False,1,2,blue,45,7,165,28,36,355,54,78,103,53,45,22
carracosta,565,water,rock,True,generation-v,False,Base,False,2,2,blue,45,12,810,47,179,495,74,108,133,83,65,32
archen,566,rock,flying,True,generation-v,False,Base,False,1,2,yellow,45,5,95,20,21,401,55,112,45,74,45,70
archeops,567,rock,flying,True,generation-v,False,Base,False,2,2,yellow,45,14,320,55,71,567,75,140,65,112,65,110
trubbish,568,poison,,False,generation-v,False,Base,False,1,2,green,190,6,310,24,68,329,50,50,62,40,62,65
garbodor,569,poison,,False,generation-v,False,Base,False,2,2,green,60,19,1073,75,237,474,80,95,82,60,82,75
zorua,570,dark,,False,generation-v,False,Base,False,1,2,gray,75,7,125,28,28,330,40,65,40,80,40,65
zorua-hisui,570,normal,ghost,True,generation-v,False,Hisuian,True,1,2,gray,75,7,125,28,28,330,35,60,40,85,40,70
zoroark,571,dark,,False,generation-v,False,Base,False,2,2,gray,45,16,811,63,179,510,60,105,60,120,60,105
zoroark-hisui,571,normal,ghost,True,generation-v,False,Hisuian,True,2,2,gray,45,16,730,63,161,510,55,100,60,125,60,110
minccino,572,normal,,False,generation-v,False,Base,False,1,2,gray,255,4,58,16,13,300,55,50,40,40,40,75
cinccino,573,normal,,False,generation-v,False,Base,False,2,2,gray,60,5,75,20,17,470,75,95,60,65,60,115
gothita,574,psychic,,False,generation-v,False,Base,False,1,3,purple,200,4,58,16,13,290,45,30,50,55,65,45
gothorita,575,psychic,,False,generation-v,False,Base,False,2,3,purple,100,7,180,28,40,390,60,45,70,75,85,55
gothitelle,576,psychic,,False,generation-v,False,Base,False,3,3,purple,50,15,440,59,97,490,70,55,95,95,110,65
solosis,577,psychic,,False,generation-v,False,Base,False,1,3,green,200,3,10,12,2,290,45,30,40,105,50,20
duosion,578,psychic,,False,generation-v,False,Base,False,2,3,green,100,6,80,24,18,370,65,40,50,125,60,30
reuniclus,579,psychic,,False,generation-v,False,Base,False,3,3,green,50,10,201,39,44,490,110,65,75,125,85,30
ducklett,580,water,flying,True,generation-v,False,Base,False,1,2,blue,190,5,55,20,12,305,62,44,50,44,50,55
swanna,581,water,flying,True,generation-v,False,Base,False,2,2,white,45,13,242,51,53,473,75,87,63,87,63,98
vanillite,582,ice,,False,generation-v,False,Base,False,1,3,white,255,4,57,16,13,305,36,50,50,65,60,44
vanillish,583,ice,,False,generation-v,False,Base,False,2,3,white,120,11,410,43,90,395,51,65,65,80,75,59
vanilluxe,584,ice,,False,generation-v,False,Base,False,3,3,white,45,13,575,51,127,535,71,95,85,110,95,79
deerling,585,normal,grass,True,generation-v,False,Base,False,1,2,pink,190,6,195,24,43,335,60,60,50,40,50,75
sawsbuck,586,normal,grass,True,generation-v,False,Base,False,2,2,brown,75,19,925,75,204,475,80,100,70,60,70,95
emolga,587,electric,flying,True,generation-v,False,Base,False,1,1,white,200,4,50,16,11,428,55,75,60,75,60,103
karrablast,588,bug,,False,generation-v,False,Base,False,1,2,blue,200,5,59,20,13,315,50,75,45,40,45,60
escavalier,589,bug,steel,True,generation-v,False,Base,False,2,2,gray,75,10,330,39,73,495,70,135,105,60,105,20
foongus,590,grass,poison,True,generation-v,False,Base,False,1,2,white,190,2,10,8,2,294,69,55,45,55,55,15
amoonguss,591,grass,poison,True,generation-v,False,Base,False,2,2,white,75,6,105,24,23,464,114,85,70,85,80,30
frillish,592,water,ghost,True,generation-v,False,Base,False,1,2,white,190,12,330,47,73,335,55,40,50,65,85,40
jellicent,593,water,ghost,True,generation-v,False,Base,False,2,2,white,60,22,1350,87,298,480,100,60,70,85,105,60
